hs_idx,position_name,is_correct,gold_single,n,mean_margin,hits_at_1,hits_at_5,mrr
0,answer_prefix,False,False,11639,inf,0.04613798436291778,0.24546782369619383,0.16726565717653544
0,answer_prefix,False,True,693,-5.166989,0.011544011544011544,0.06926406926406926,0.09657576251262712
0,answer_prefix,True,False,7151,-4.3185067,0.04125297161236191,0.2247238148510698,0.1567417307083174
0,answer_prefix,True,True,687,-4.8584857,0.020378457059679767,0.06695778748180495,0.09807036074775898
0,entity_first,False,False,10691,inf,0.05471892245814236,0.2163502011037321,0.1670496564253824
0,entity_first,False,True,661,-4.877162,0.03328290468986384,0.17095310136157338,0.13586758278930072
0,entity_first,True,False,6484,-4.78602,0.05336212214682295,0.1986428130783467,0.1603465182175133
0,entity_first,True,True,663,-4.884115,0.015082956259426848,0.1282051282051282,0.11241081348406647
0,entity_last,False,False,10691,inf,0.059676363296230474,0.2366476475540174,0.17220032402428356
0,entity_last,False,True,661,-4.816377,0.01361573373676248,0.19364599092284418,0.12962746513956222
0,entity_last,True,False,6484,-4.840663,0.049814929056138185,0.22069710055521283,0.15971828382559652
0,entity_last,True,True,663,-4.840617,0.0196078431372549,0.17496229260935142,0.13191059297949637
0,entity_mean,False,False,10691,inf,0.06360490131886634,0.24216630810962492,0.1780408284386276
0,entity_mean,False,True,661,-5.277538,0.0,0.1437216338880484,0.11162577152430739
0,entity_mean,True,False,6484,-4.704276,0.05983960518198643,0.23149290561381863,0.1700291861208991
0,entity_mean,True,True,663,-5.2057505,0.0030165912518853697,0.14027149321266968,0.1130283985479303
0,final_prompt_token,False,False,11639,inf,0.10138328035054558,0.24297620070452788,0.20088310661055475
0,final_prompt_token,False,True,693,-5.422801,0.031746031746031744,0.10245310245310245,0.1157380789959852
0,final_prompt_token,True,False,7151,-4.6121807,0.0858621171864075,0.2409453223325409,0.1921477774708754
0,final_prompt_token,True,True,687,-5.622378,0.01455604075691412,0.06841339155749636,0.08727367979450071
0,first_generated_token,False,False,11639,inf,0.08127846034882721,0.2398831514734943,0.18925097199868188
0,first_generated_token,False,True,693,-4.97802,0.031746031746031744,0.1717171717171717,0.13340821459321886
0,first_generated_token,True,False,7151,-4.542848,0.06936092854146274,0.2290588728849112,0.1787562073129729
0,first_generated_token,True,True,687,-4.83502,0.021834061135371178,0.2096069868995633,0.13424826404580215
0,question_last,False,False,11639,inf,0.10078185411117793,0.24392129908067703,0.19986676913939985
0,question_last,False,True,693,-5.5068865,0.01443001443001443,0.08946608946608947,0.10488878711123488
0,question_last,True,False,7151,-4.575602,0.08837924765767026,0.241644525241225,0.19286714842114125
0,question_last,True,True,687,-5.2059135,0.020378457059679767,0.10334788937409024,0.10855058074917462
1,answer_prefix,False,False,11639,inf,0.05215224675659421,0.24735802044849214,0.17158737373085287
1,answer_prefix,False,True,693,-3.5576384,0.05339105339105339,0.30158730158730157,0.1909124076004981
1,answer_prefix,True,False,7151,-4.0503798,0.04726611662704517,0.2248636554328066,0.16191166535036203
1,answer_prefix,True,True,687,-3.7386892,0.033478893740902474,0.28820960698689957,0.1709564187415946
1,entity_first,False,False,10691,inf,0.05864746048077822,0.22598447292114862,0.16887678869391248
1,entity_first,False,True,661,-4.208438,0.012102874432677761,0.1951588502269289,0.13290320246585274
1,entity_first,True,False,6484,-4.2416744,0.04842689697717458,0.2066625539790253,0.15893336325918528
1,entity_first,True,True,663,-4.1924057,0.024132730015082957,0.1794871794871795,0.12730370712701816
1,entity_last,False,False,10691,inf,0.06454026751473202,0.235431671499392,0.17351559342013337
1,entity_last,False,True,661,-4.176576,0.057488653555219364,0.23600605143721634,0.1780584480587599
1,entity_last,True,False,6484,-4.5019116,0.05289944478716842,0.21992597162245528,0.1599957724614386
1,entity_last,True,True,663,-4.18245,0.05279034690799397,0.2368024132730015,0.16985561871960148
1,entity_mean,False,False,10691,inf,0.06023758301374988,0.2299130109437845,0.1711695482193968
1,entity_mean,False,True,661,-3.9018462,0.03479576399394856,0.19667170953101362,0.14643397265905098
1,entity_mean,True,False,6484,-4.159194,0.047501542257865514,0.21252313386798272,0.15702009852263174
1,entity_mean,True,True,663,-3.9737418,0.030165912518853696,0.16289592760180996,0.13311719635385105
1,final_prompt_token,False,False,11639,inf,0.09227596872583556,0.24761577455107828,0.199874797181768
1,final_prompt_token,False,True,693,-3.319977,0.025974025974025976,0.2842712842712843,0.1630749992663693
1,final_prompt_token,True,False,7151,-3.5216882,0.08572227660467067,0.22542301775975387,0.18723392426897603
1,final_prompt_token,True,True,687,-3.5076427,0.03056768558951965,0.24745269286754004,0.1536460621992592
1,first_generated_token,False,False,11639,inf,0.05369877137211101,0.24538190566199847,0.17030022376432394
1,first_generated_token,False,True,693,-3.9388034,0.023088023088023088,0.19336219336219337,0.14135486807375636
1,first_generated_token,True,False,7151,-3.721262,0.07229758075793595,0.26737519228079987,0.19278261602667648
1,first_generated_token,True,True,687,-3.655223,0.13100436681222707,0.31004366812227074,0.23575616864633234
1,question_last,False,False,11639,inf,0.11495832975341524,0.2775152504510697,0.22133433752402795
1,question_last,False,True,693,-4.978812,0.031746031746031744,0.16305916305916307,0.12727963996345
1,question_last,True,False,7151,-4.4146137,0.0949517549993008,0.2504544818906447,0.20046275744375736
1,question_last,True,True,687,-4.786539,0.039301310043668124,0.17467248908296942,0.13606272944126743
2,answer_prefix,False,False,11639,inf,0.08256723086175788,0.26411203711659076,0.1976758784315711
2,answer_prefix,False,True,693,-3.3907428,0.03751803751803752,0.25685425685425683,0.1590837212147198
2,answer_prefix,True,False,7151,-3.3342128,0.06978045028667319,0.2297580757935953,0.1803169994190453
2,answer_prefix,True,True,687,-3.4377897,0.033478893740902474,0.2052401746724891,0.14500049292150474
2,entity_first,False,False,10691,inf,0.06818819567860818,0.24478533345804881,0.18132321165999976
2,entity_first,False,True,661,-4.241809,0.024205748865355523,0.14069591527987896,0.12530190985378598
2,entity_first,True,False,6484,-3.959197,0.051511412708204814,0.22316471314003702,0.16433140228862117
2,entity_first,True,True,663,-4.302797,0.015082956259426848,0.14027149321266968,0.11434275572178984
2,entity_last,False,False,10691,inf,0.07529697876718736,0.23823777008698904,0.18527903356215014
2,entity_last,False,True,661,-4.369329,0.0453857791225416,0.2087745839636914,0.15673310049118125
2,entity_last,True,False,6484,-4.301431,0.056600863664404685,0.21792103639728563,0.1673848400961565
2,entity_last,True,True,663,-4.264249,0.030165912518853696,0.20211161387631976,0.14199412514291965
2,entity_mean,False,False,10691,inf,0.07716771115891871,0.24207277149003836,0.18662561286857096
2,entity_mean,False,True,661,-4.234679,0.03177004538577912,0.17095310136157338,0.13768111020753762
2,entity_mean,True,False,6484,-3.920403,0.06415792720542875,0.21961752004935226,0.17331892741432398
2,entity_mean,True,True,663,-4.193407,0.021116138763197588,0.16591251885369532,0.12382365224043138
2,final_prompt_token,False,False,11639,inf,0.06426668957814245,0.2537159549789501,0.18473419258134027
2,final_prompt_token,False,True,693,-3.1716292,0.03318903318903319,0.25685425685425683,0.1543970717655458
2,final_prompt_token,True,False,7151,-3.1995559,0.06446650818067404,0.2243042931058593,0.17424259842778758
2,final_prompt_token,True,True,687,-3.3147357,0.036390101892285295,0.22416302765647744,0.14837649540962466
2,first_generated_token,False,False,11639,inf,0.05438611564567403,0.24039865967866655,0.17162681931394744
2,first_generated_token,False,True,693,-3.9265606,0.015873015873015872,0.19480519480519481,0.1347395365787521
2,first_generated_token,True,False,7151,-3.416779,0.08404418962382884,0.28737239546916515,0.20745352543301845
2,first_generated_token,True,True,687,-3.3846643,0.09315866084425037,0.3304221251819505,0.23222036351676686
2,question_last,False,False,11639,inf,0.11736403471088581,0.2788899389981957,0.22361695392533346
2,question_last,False,True,693,-5.558692,0.024531024531024532,0.15584415584415584,0.11691156404099515
2,question_last,True,False,7151,-4.69777,0.09830792896098448,0.25199272828974967,0.2043040536569121
2,question_last,True,True,687,-5.2285624,0.01601164483260553,0.17758369723435224,0.11541674644953522
3,answer_prefix,False,False,11639,inf,0.07122605034796804,0.2589569550648681,0.19094733281228307
3,answer_prefix,False,True,693,-3.261701,0.03463203463203463,0.24242424242424243,0.15247002702824827
3,answer_prefix,True,False,7151,-3.1658857,0.05887288491120123,0.23437281499091037,0.17555607813366075
3,answer_prefix,True,True,687,-3.33062,0.021834061135371178,0.21542940320232898,0.1433444859457065
3,entity_first,False,False,10691,inf,0.06921709849406042,0.24151155177251893,0.18116403452266489
3,entity_first,False,True,661,-4.144856,0.03479576399394856,0.18910741301059,0.13958605979415648
3,entity_first,True,False,6484,-4.14757,0.05228254164096237,0.22069710055521283,0.1645463537630005
3,entity_first,True,True,663,-4.2750096,0.02564102564102564,0.1689291101055807,0.12883136039674628
3,entity_last,False,False,10691,inf,0.0695912449724067,0.24450472359928913,0.1825899281233926
3,entity_last,False,True,661,-4.4667697,0.048411497730711045,0.19818456883509833,0.1449636064320455
3,entity_last,True,False,6484,-4.352641,0.05937692782233189,0.23180135718692166,0.17284006358300555
3,entity_last,True,True,663,-4.6212044,0.042232277526395176,0.14328808446455504,0.12689358995928993
3,entity_mean,False,False,10691,inf,0.07090075764661866,0.2472172855672996,0.18386870776244327
3,entity_mean,False,True,661,-4.2799487,0.0226928895612708,0.18608169440242056,0.12834930626149474
3,entity_mean,True,False,6484,-3.962751,0.05983960518198643,0.2299506477483035,0.17245019099007772
3,entity_mean,True,True,663,-4.491917,0.02262443438914027,0.1583710407239819,0.11894168804759571
3,final_prompt_token,False,False,11639,inf,0.03634332846464473,0.23919580719993128,0.1595035564864672
3,final_prompt_token,False,True,693,-3.1489809,0.03751803751803752,0.24963924963924963,0.15766821793198318
3,final_prompt_token,True,False,7151,-3.2882233,0.029925884491679485,0.22724094532233255,0.1489336728410311
3,final_prompt_token,True,True,687,-3.2226155,0.046579330422125184,0.2096069868995633,0.16191907458285618
3,first_generated_token,False,False,11639,inf,0.05472978778245554,0.23696193831085144,0.17153322548989564
3,first_generated_token,False,True,693,-3.9905694,0.023088023088023088,0.227994227994228,0.1458892922619329
3,first_generated_token,True,False,7151,-3.081885,0.12865333519787442,0.35141938190462874,0.25576172713139217
3,first_generated_token,True,True,687,-2.9085758,0.15574963609898107,0.4032023289665211,0.280003210740801
3,question_last,False,False,11639,inf,0.10696795257324512,0.2817252341266432,0.21865139111678092
3,question_last,False,True,693,-5.216192,0.023088023088023088,0.16883116883116883,0.11829215031440414
3,question_last,True,False,7151,-4.335692,0.08544259544119703,0.2546496993427493,0.1976764135435973
3,question_last,True,True,687,-4.8314137,0.013100436681222707,0.2081513828238719,0.12548342855358097
4,answer_prefix,False,False,11639,inf,0.03350803333619727,0.21866139702723603,0.15051595133236023
4,answer_prefix,False,True,693,-3.5838685,0.03607503607503607,0.227994227994228,0.1585733211070566
4,answer_prefix,True,False,7151,-3.795145,0.029925884491679485,0.19857362606628443,0.14339511950082184
4,answer_prefix,True,True,687,-3.7052376,0.03784570596797671,0.21397379912663755,0.14679455018549373
4,entity_first,False,False,10691,inf,0.06837526891778131,0.24768496866523243,0.18243870781619406
4,entity_first,False,True,661,-4.3286715,0.028744326777609682,0.2042360060514372,0.14000996938381408
4,entity_first,True,False,6484,-4.277301,0.05413325107958051,0.23164713140037013,0.16870226144792666
4,entity_first,True,True,663,-4.3834157,0.043740573152337855,0.19909502262443438,0.14703450559201584
4,entity_last,False,False,10691,inf,0.06379197455803948,0.23337386586848752,0.1760674754326002
4,entity_last,False,True,661,-4.845014,0.036308623298033284,0.16187594553706505,0.13100995514137448
4,entity_last,True,False,6484,-4.5450397,0.05012338062924121,0.21714990746452806,0.16328819937882044
4,entity_last,True,True,663,-5.094129,0.02262443438914027,0.13273001508295626,0.11943088440019191
4,entity_mean,False,False,10691,inf,0.06968478159199326,0.2469366757085399,0.18299857710418313
4,entity_mean,False,True,661,-4.587127,0.024205748865355523,0.14977307110438728,0.12319262824466284
4,entity_mean,True,False,6484,-4.256696,0.05999383096853794,0.23704503392967305,0.17270050377925797
4,entity_mean,True,True,663,-4.8608804,0.02865761689291101,0.17496229260935142,0.1236324587153072
4,final_prompt_token,False,False,11639,inf,0.033679869404588024,0.21874731506143139,0.1519330894523948
4,final_prompt_token,False,True,693,-3.1310024,0.04329004329004329,0.22510822510822512,0.15943854806884428
4,final_prompt_token,True,False,7151,-3.638578,0.030345406236889947,0.20165011886449447,0.14361486069757123
4,final_prompt_token,True,True,687,-3.330116,0.0611353711790393,0.21251819505094613,0.16189846635810304
4,first_generated_token,False,False,11639,inf,0.05352693530372025,0.23661826617406995,0.17046815962744039
4,first_generated_token,False,True,693,-4.187836,0.03318903318903319,0.21212121212121213,0.14784194288706756
4,first_generated_token,True,False,7151,-3.1501834,0.14012026290029367,0.3532373094672074,0.26188973526792236
4,first_generated_token,True,True,687,-3.158569,0.13973799126637554,0.38573508005822416,0.27354347483746944
4,question_last,False,False,11639,inf,0.10653836240226823,0.27605464386974826,0.21650853408129972
4,question_last,False,True,693,-5.435355,0.027417027417027416,0.1341991341991342,0.1137756972370025
4,question_last,True,False,7151,-4.2579975,0.0886589288211439,0.2508740036358551,0.19726900837126993
4,question_last,True,True,687,-4.916127,0.02911208151382824,0.14410480349344978,0.125288573564203
5,answer_prefix,False,False,11639,inf,0.05129306641464043,0.24142967608901109,0.16999646410491415
5,answer_prefix,False,True,693,-3.8703759,0.023088023088023088,0.18181818181818182,0.12775752089568293
5,answer_prefix,True,False,7151,-3.4642448,0.04670675430009789,0.2178716263459656,0.16051571365841943
5,answer_prefix,True,True,687,-3.7052975,0.03784570596797671,0.1965065502183406,0.14188003712653657
5,entity_first,False,False,10691,inf,0.07230380694041717,0.26003180245065943,0.1891484124946718
5,entity_first,False,True,661,-4.514492,0.02118003025718608,0.19213313161875945,0.12729862065031983
5,entity_first,True,False,6484,-4.2417407,0.0567550894509562,0.24521900061690316,0.17438992079142676
5,entity_first,True,True,663,-4.4135814,0.0392156862745098,0.1689291101055807,0.13542243313584948
5,entity_last,False,False,10691,inf,0.06388551117762604,0.22888410812833224,0.17605057144095154
5,entity_last,False,True,661,-4.7209587,0.05143721633888049,0.19667170953101362,0.14819106986455657
5,entity_last,True,False,6484,-4.5802417,0.051511412708204814,0.21792103639728563,0.1651548690336372
5,entity_last,True,True,663,-4.7995243,0.06184012066365008,0.18250377073906485,0.15169934335744809
5,entity_mean,False,False,10691,inf,0.0675334393415022,0.24646899261060706,0.18389096294647
5,entity_mean,False,True,661,-4.5758247,0.012102874432677761,0.1664145234493192,0.1250499015264016
5,entity_mean,True,False,6484,-4.2335043,0.054287476866132015,0.23889574336829117,0.17125443546937405
5,entity_mean,True,True,663,-4.5255356,0.02564102564102564,0.1568627450980392,0.12971461463845924
5,final_prompt_token,False,False,11639,inf,0.03496863991751869,0.21436549531746713,0.1511417540165087
5,final_prompt_token,False,True,693,-3.291026,0.024531024531024532,0.19336219336219337,0.13828816928445747
5,final_prompt_token,True,False,7151,-3.4990695,0.030904768563837226,0.1974549014123899,0.14386450545881144
5,final_prompt_token,True,True,687,-3.4398427,0.026200873362445413,0.17758369723435224,0.13253665495673866
5,first_generated_token,False,False,11639,inf,0.05928344359481055,0.24340579087550476,0.1781383338937819
5,first_generated_token,False,True,693,-4.2467566,0.015873015873015872,0.1919191919191919,0.12806160087559165
5,first_generated_token,True,False,7151,-3.04666,0.14907006013145016,0.35393651237589147,0.27250864185395335
5,first_generated_token,True,True,687,-3.1862469,0.14410480349344978,0.3813682678311499,0.2804379330635513
5,question_last,False,False,11639,inf,0.10198470658991322,0.29323825070882376,0.21764705052554612
5,question_last,False,True,693,-7.102713,0.008658008658008658,0.08513708513708514,0.08550210279580392
5,question_last,True,False,7151,-5.177781,0.08292546496993428,0.26919311984337857,0.1980169572538681
5,question_last,True,True,687,-6.5450773,0.013100436681222707,0.09461426491994178,0.0964470862904191
6,answer_prefix,False,False,11639,inf,0.05790875504768451,0.2402268236102758,0.1726874534959327
6,answer_prefix,False,True,693,-4.186093,0.030303030303030304,0.1443001443001443,0.12033975196799915
6,answer_prefix,True,False,7151,-3.6649187,0.052719899314781146,0.22835966997622711,0.16624688088430575
6,answer_prefix,True,True,687,-4.0456524,0.042212518195050945,0.16593886462882096,0.13598542851247616
6,entity_first,False,False,10691,inf,0.07389392947338883,0.254700215134225,0.1898173807209597
6,entity_first,False,True,661,-4.2271557,0.03328290468986384,0.18305597579425115,0.13827486083882484
6,entity_first,True,False,6484,-4.144816,0.060610734114743985,0.24290561381863046,0.17816113714529067
6,entity_first,True,True,663,-4.209405,0.03770739064856712,0.16440422322775264,0.14192515487408724
6,entity_last,False,False,10691,inf,0.0593022168178842,0.23477691516228605,0.1750656982373733
6,entity_last,False,True,661,-4.588755,0.0453857791225416,0.2178517397881997,0.15695527007471097
6,entity_last,True,False,6484,-4.5165715,0.04688463911165947,0.21684145589142503,0.16190530982807844
6,entity_last,True,True,663,-4.670332,0.05731523378582202,0.21116138763197587,0.1621963753021493
6,entity_mean,False,False,10691,inf,0.06304368160134692,0.2529230193620803,0.1824244717310197
6,entity_mean,False,True,661,-4.3931103,0.03479576399394856,0.1815431164901664,0.14878177793207326
6,entity_mean,True,False,6484,-4.112099,0.05737199259716225,0.2461443553362122,0.17768223549755655
6,entity_mean,True,True,663,-4.386554,0.04072398190045249,0.15987933634992457,0.14565461106895827
6,final_prompt_token,False,False,11639,inf,0.06246241086003952,0.2543173812183177,0.179324822535228
6,final_prompt_token,False,True,693,-3.441646,0.024531024531024532,0.1774891774891775,0.1353830974723658
6,final_prompt_token,True,False,7151,-3.4363034,0.06292826178156902,0.24038596000559362,0.1744298073777642
6,final_prompt_token,True,True,687,-3.5561783,0.020378457059679767,0.17612809315866085,0.12663711234460412
6,first_generated_token,False,False,11639,inf,0.06065813214193659,0.24478047942263081,0.17830432915313776
6,first_generated_token,False,True,693,-4.1234837,0.027417027417027416,0.15295815295815296,0.13008613759665785
6,first_generated_token,True,False,7151,-2.9191763,0.14613340791497692,0.3588309327366802,0.27019986665119267
6,first_generated_token,True,True,687,-2.9849544,0.14992721979621543,0.38573508005822416,0.2791092975004679
6,question_last,False,False,11639,inf,0.11547383795858751,0.30191597216255694,0.2284698386175278
6,question_last,False,True,693,-6.4729996,0.010101010101010102,0.06926406926406926,0.08417397016127674
6,question_last,True,False,7151,-4.8231907,0.09928681303314221,0.2787022794014823,0.21042149447616482
6,question_last,True,True,687,-5.995609,0.013100436681222707,0.09315866084425037,0.09839356815224769
7,answer_prefix,False,False,11639,inf,0.08102070624624108,0.267806512586992,0.1994155042640742
7,answer_prefix,False,True,693,-4.6302004,0.010101010101010102,0.10533910533910534,0.09234092654855369
7,answer_prefix,True,False,7151,-3.5963724,0.07425534890225144,0.24919591665501328,0.18685787482282576
7,answer_prefix,True,True,687,-4.558605,0.018922852983988356,0.09461426491994178,0.09899194531952371
7,entity_first,False,False,10691,inf,0.07613880834346647,0.2645215601908147,0.19486304644551758
7,entity_first,False,True,661,-4.272663,0.04387291981845688,0.18910741301059,0.1488415583583888
7,entity_first,True,False,6484,-4.0138474,0.06924737816162863,0.2550894509561999,0.18661582124968726
7,entity_first,True,True,663,-4.342729,0.05279034690799397,0.1568627450980392,0.1477801747141989
7,entity_last,False,False,10691,inf,0.07155551398372463,0.25769338696099525,0.18839723322730448
7,entity_last,False,True,661,-4.5823174,0.046898638426626324,0.20726172465960666,0.15427627852289952
7,entity_last,True,False,6484,-4.4288445,0.061844540407156076,0.25046267735965455,0.18066962051537463
7,entity_last,True,True,663,-4.583646,0.04072398190045249,0.21417797888386123,0.15096458541777313
7,entity_mean,False,False,10691,inf,0.07267795341876344,0.27256570947525954,0.19523138919172567
7,entity_mean,False,True,661,-4.437466,0.05143721633888049,0.18910741301059,0.15821830958168998
7,entity_mean,True,False,6484,-3.9858646,0.06431215299198026,0.2759099321406539,0.18886432578439716
7,entity_mean,True,True,663,-4.4693747,0.048265460030165915,0.18552036199095023,0.15304123543703632
7,final_prompt_token,False,False,11639,inf,0.05146490248303119,0.2603316436119942,0.17474493651042708
7,final_prompt_token,False,True,693,-3.6584635,0.024531024531024532,0.1443001443001443,0.12304129127764525
7,final_prompt_token,True,False,7151,-3.314979,0.04265137742973011,0.23633058313522584,0.1607133974215695
7,final_prompt_token,True,True,687,-3.6823215,0.021834061135371178,0.13100436681222707,0.1153397768269611
7,first_generated_token,False,False,11639,inf,0.06486811581751009,0.2674628404502105,0.18721346353242624
7,first_generated_token,False,True,693,-4.572508,0.007215007215007215,0.12987012987012986,0.10317631162624158
7,first_generated_token,True,False,7151,-3.0318768,0.1529855964200811,0.38805761431967556,0.28214726590858996
7,first_generated_token,True,True,687,-2.975959,0.16739446870451238,0.3813682678311499,0.29136185504549056
7,question_last,False,False,11639,inf,0.11659077240312742,0.2866225620757797,0.2263000592772758
7,question_last,False,True,693,-6.8569603,0.005772005772005772,0.07503607503607504,0.08646558714583664
7,question_last,True,False,7151,-5.2091594,0.09718920430708992,0.2633198154104321,0.20607023604269203
7,question_last,True,True,687,-6.46897,0.005822416302765648,0.0858806404657933,0.09252007982794704
8,answer_prefix,False,False,11639,inf,0.06589913222785462,0.27029813557865795,0.1884581871849146
8,answer_prefix,False,True,693,-4.7756424,0.020202020202020204,0.10966810966810966,0.10529577785684319
8,answer_prefix,True,False,7151,-3.7888587,0.05817368200251713,0.25311145294364423,0.17989018835170853
8,answer_prefix,True,True,687,-4.6601567,0.027656477438136828,0.1091703056768559,0.11034587374963746
8,entity_first,False,False,10691,inf,0.08118978580114114,0.2686371714526237,0.19873215019998972
8,entity_first,False,True,661,-4.53888,0.02723146747352496,0.19969742813918306,0.13304443037171068
8,entity_first,True,False,6484,-3.993291,0.06971005552128316,0.2515422578655151,0.18825995711284613
8,entity_first,True,True,663,-4.5677295,0.042232277526395176,0.14328808446455504,0.13451033036756985
8,entity_last,False,False,10691,inf,0.08680198297633523,0.2698531475072491,0.2018511818501905
8,entity_last,False,True,661,-4.5993304,0.028744326777609682,0.20726172465960666,0.14459727788071128
8,entity_last,True,False,6484,-4.1847367,0.07788402220851326,0.26850709438618137,0.19303050462330032
8,entity_last,True,True,663,-4.558479,0.043740573152337855,0.1975867269984917,0.15092043816397532
8,entity_mean,False,False,10691,inf,0.08446356748667103,0.29080535029464033,0.20797554071893476
8,entity_mean,False,True,661,-4.485595,0.05446293494704992,0.18608169440242056,0.1535406000114797
8,entity_mean,True,False,6484,-3.7632854,0.07880937692782233,0.2914867365823566,0.205206872808817
8,entity_mean,True,True,663,-4.4556417,0.05128205128205128,0.18250377073906485,0.15472955635558863
8,final_prompt_token,False,False,11639,inf,0.03325027923361114,0.2068906263424693,0.14798925386233142
8,final_prompt_token,False,True,693,-3.3949134,0.05483405483405483,0.19913419913419914,0.15942754947153442
8,final_prompt_token,True,False,7151,-3.6578987,0.03426094252552091,0.18123339393091875,0.14219891118477523
8,final_prompt_token,True,True,687,-3.4374335,0.036390101892285295,0.22270742358078602,0.15714604433849538
8,first_generated_token,False,False,11639,inf,0.07002319786923275,0.26651774207406137,0.19226397916802032
8,first_generated_token,False,True,693,-4.682416,0.010101010101010102,0.13131313131313133,0.10835135883643572
8,first_generated_token,True,False,7151,-3.0240326,0.1564816109635016,0.39560900573346386,0.28672222690478255
8,first_generated_token,True,True,687,-2.8380668,0.22125181950509462,0.44541484716157204,0.3346599367216235
8,question_last,False,False,11639,inf,0.11444282154824298,0.2939255949823868,0.22701188570301395
8,question_last,False,True,693,-6.281737,0.010101010101010102,0.09812409812409813,0.08990598010280752
8,question_last,True,False,7151,-4.704182,0.09173542161935394,0.25996364144874845,0.20365514667600568
8,question_last,True,True,687,-5.996601,0.03202328966521106,0.08733624454148471,0.10555860162125184
9,answer_prefix,False,False,11639,inf,0.08110662428043647,0.2726179225019332,0.1993648317620607
9,answer_prefix,False,True,693,-6.348108,0.004329004329004329,0.08225108225108226,0.08358221567085161
9,answer_prefix,True,False,7151,-4.7217035,0.07131869668577821,0.25660746748706476,0.18691687360922601
9,answer_prefix,True,True,687,-6.2083197,0.013100436681222707,0.08005822416302766,0.09385065070916658
9,entity_first,False,False,10691,inf,0.07585819848470676,0.26732765877841175,0.19442662873581473
9,entity_first,False,True,661,-4.57884,0.028744326777609682,0.17851739788199697,0.13286737447558195
9,entity_first,True,False,6484,-4.114084,0.06585441085749537,0.25046267735965455,0.1839939375142064
9,entity_first,True,True,663,-4.707555,0.03167420814479638,0.1493212669683258,0.1253899395690853
9,entity_last,False,False,10691,inf,0.08942100832475915,0.28425778692358056,0.2086320028197004
9,entity_last,False,True,661,-4.515404,0.03479576399394856,0.1815431164901664,0.13713083209626017
9,entity_last,True,False,6484,-3.9675758,0.08004318322023442,0.26249228871067243,0.1986112349708448
9,entity_last,True,True,663,-4.523572,0.04675716440422323,0.16138763197586728,0.14415394655061062
9,entity_mean,False,False,10691,inf,0.08483771396501731,0.2953886446543822,0.209996725079757
9,entity_mean,False,True,661,-4.479221,0.03328290468986384,0.17246596066565809,0.13673306693086507
9,entity_mean,True,False,6484,-3.6512733,0.08204811844540408,0.2865515114127082,0.2056177161944041
9,entity_mean,True,True,663,-4.5130568,0.027149321266968326,0.15384615384615385,0.13132602442724586
9,final_prompt_token,False,False,11639,inf,0.0468253286364808,0.2402268236102758,0.16420488544437362
9,final_prompt_token,False,True,693,-3.9695568,0.03318903318903319,0.17893217893217894,0.13066155759802323
9,final_prompt_token,True,False,7151,-3.6797338,0.038316319395888684,0.21255768423996643,0.15080085775626068
